,publisher,genres,title,id,developer,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,year
101540,Cube Factory,"Action, Indie",Kyklos Code,718030.0,Cube Factory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101541,Rock Path Collective,"Adventure, Casual, Indie, Massively Multiplayer, RPG, Strategy, Early Access",Breath of Warfare,746090.0,Mortis Games,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,2017
101544,Moss Piglet Games,"Action, Indie",Terra Tanks: Defenders of the Earth,747820.0,Moss Piglet Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101545,RealFire Interactive,"Action, Casual, Strategy, Early Access",Edge Of Existence,704140.0,RealFire Interactive,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
101546,Thrive Games,"Action, Adventure, Indie, RPG, Early Access",Dragon of Legends,590580.0,Thrive Games,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
101547,Draconus Entertainment Ltd,"Action, Adventure, Indie, Simulation, Strategy, Early Access",Hexters,377320.0,Draconus Entertainment Ltd,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
101548,Draconus Entertainment Ltd,"Action, Simulation, Strategy",Hexters - Soundtrack,457830.0,Musicofmarkku.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2017
101549,Just Fishing LLC,"Action, Adventure, Casual, Free to Play, Massively Multiplayer, Simulation, Sports",Just Fishing,703950.0,Just Fishing LLC,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2017
101550,Ghostlight LTD,"Adventure, RPG, Strategy",Omega Quintet: Potent Protection Pack,714337.0,Idea Factory,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2017
101551,Vishwa Karma Studios,"Indie, Simulation, Strategy",Air Dash,755140.0,Vishwa Karma Studios,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
101555,Colorful Games,"Action, Casual, Indie",Puzzle Bloc Invasion,653100.0,Colorful Games,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101559,Mercury Steam Entertainment s.l,"Action, Adventure, Indie",Raiders of the Broken Planet - Ultimate Edition,462601.0,MercurySteam,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101561,Buddy Productions GmbH,"Action, Adventure, Indie, Early Access",Bud Spencer &amp; Terence Hill - Slaps And Beans,564050.0,Trinity Team srls,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101562,YGGDRASIL STUDIO,"Adventure, Indie",Discouraged Workers - Back to the Basic,558690.0,YGGDRASIL STUDIO,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
101563,Martin Mitov,"Action, Casual, Indie, Strategy, Early Access",Defense Warfare,754230.0,Martin Mitov,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
101564,Black Water,"Adventure, Casual, Indie",Talsaluq: Tower of Infinity,756210.0,Legion Ivory,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101565,Eagle Dynamics SA,Simulation,Su-33 for DCS World,726690.0,Eagle Dynamics SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
101566,Armagedoom Games,"Indie, Simulation, Strategy",Crafting Tycoon,757440.0,Armagedoom Games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
101567,Mikhail Melnikov,"Casual, Indie",Nice Way,763360.0,Mikhail Melnikov,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101568,PBFP,"Action, Adventure, Indie, Strategy, Early Access",Operation Red Dragon,747730.0,PBFP,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
101569,App Business Ventures LLC,"Adventure, Casual, Massively Multiplayer, Simulation",Horse Paradise - My Dream Ranch,764240.0,Foxie Games,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2017
101571,Dexion Games,"Casual, Indie, Simulation",I want cookies,760870.0,Dexion Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
101575,Shoho Games,"Casual, Indie, Simulation",Parking Cop Simulator,706030.0,Shoho Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
101576,Taggrin,"Action, Casual, Indie",Vexius,757190.0,Taggrin,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101577,Ghostlight LTD,"Adventure, RPG, Strategy",Omega Quintet,683280.0,Idea Factory,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2017
101578,Dovetail Games - Trains,Simulation,Train Simulator: InterCity BR Class 370 ‘APT-P’ Loco Add-On,642804.0,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
101579,Curve Digital,"Simulation, Strategy",Bomber Crew Secret Weapons DLC,754680.0,Runner Duck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2017
101582,Big Fish Games,"Adventure, Casual",Cadenza: The Kiss of Death Collector's Edition,758630.0,Mad Head Games,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
101583,PlayFlock,"Strategy, Early Access",Holy Towers,741650.0,PlayFlock,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
101584,"McLeodGaming Inc., World Entertainment Studios, LLC","Action, Indie, Strategy","Yeah Jam Fury: U, Me, Everybody!",633930.0,"World Entertainment Studios, LLC,McLeodGaming Inc.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
101586,Square Enix,RPG,Romancing SaGa 2,606370.0,"Square Enix,ArtePiazza",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
101587,Scarlet Studio,"Casual, Indie",Action Rush,758920.0,Scarlet Studio,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101588,Notus Games Ltd,Casual,Christmas Puzzle 3,759650.0,Notus Games Ltd,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
101589,Quality Simulations,"Indie, Simulation",Fire Flight,761770.0,Quality Simulations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
101590,Bossa Studios,"Adventure, Casual, Indie, Simulation",Purrfect Date - Visual Novel/Dating Simulator,520600.0,Bae Team,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
101591,Bossa Studios,"Adventure, Casual, Indie, Simulation",Purrfect Date Original Soundtrack,759140.0,Bae Team,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
101592,YGGDRASIL STUDIO,"Free to Play, Indie",Discouraged Workers - MOD Creator Development Kit,407760.0,YGGDRASIL STUDIO,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017
101593,Aerosoft GmbH,Simulation,X-Plane 11 - Add-on: Aerosoft - Airport Vaeroy,675356.0,Jo Erlend Sund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
101594,Freebird Games,"Adventure, Indie, RPG",Finding Paradise,337340.0,Freebird Games,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
101595,THQ Nordic,"RPG, Early Access",Fade to Silence,706020.0,Black Forest Games,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
101596,Dovetail Games - Trains,Simulation,Train Sim World®: Rapid Transit,577358.0,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
101598,Holyday Studios,"Casual, Free to Play, Indie, Simulation, Strategy, Early Access",Holyday City: Reloaded,728730.0,Holyday Studios,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,2017
101599,Rockstar Games,"Action, Adventure",Grand Theft Auto V - Criminal Enterprise Starter Pack,771300.0,Rockstar North,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
101601,Alina Digital,Strategy,Armageddon - TCWE,759170.0,Alina Digital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
101604,Spiele-Palast GmbH,"Casual, Free to Play, Indie, Strategy",Palace of Cards,347950.0,Spiele-Palast GmbH,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2017
101605,Coconut Games,"Action, Adventure, Indie, Early Access",The Day After : Origins,566240.0,Coconut Games,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101611,Stegalosaurus Game Development,"Adventure, Indie, RPG",SUPER ARMY OF TENTACLES 3: OUTFITS COLLECTION,592813.0,Stegalosaurus Game Development,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
101614,Loading Home,"Indie, Massively Multiplayer, Simulation, Early Access",Grey Hack,605230.0,Loading Home,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2017
101616,PLAY337,"Action, Casual, RPG",PLAY337抓雞 CATCH CHICKEN,755040.0,PLAY337,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
101618,Artifex Mundi,"Adventure, Casual",Lost Grimoires 3: The Forgotten Well,740090.0,World-Loom,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
101619,Annapurna Interactive,"Adventure, Casual, Indie",Gorogoa - Soundtrack,745160.0,Buried Signal,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101620,Delmunsoft,"Indie, Simulation, Strategy",Pimiko Plus,732030.0,Delmunsoft,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
101621,Choice of Games,"Adventure, Indie, RPG",Tally Ho,763930.0,Choice of Games,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
101622,Toplitz Productions,"RPG, Simulation, Early Access",Farmer's Dynasty,678900.0,UMEO Studios,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2017
101623,SYLPH,"Action, Casual, Indie",Bad School Boy,678540.0,SYLPH,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101624,Quail Island Software Limited,"Action, Simulation, Strategy",Water Density,744450.0,Quail Island Software Limited,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2017
101626,Marco Amadei,"Action, Indie, Simulation, Strategy",Easy Red,741670.0,Marco Amadei,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
101628,Bethesda Softworks,Action,Wolfenstein II: The Freedom Chronicles - Episode 1,624620.0,Machine Games,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
101632,Japan War Game Development,"Indie, Simulation, Strategy",WWII英雄列伝 最強の虎　クルト・クニスペル,753950.0,Japan War Game Development,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
101633,Tazhel,"Action, Adventure, Indie",No Escape,667060.0,Martin Helvig,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101634,Wonderbox Games,Casual,Forestation,752300.0,Wonderbox Games,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
101637,Jakal Studios,"Casual, Free to Play, Indie, Simulation, Strategy",Chicken Farm 2K17 - Premium,766580.0,Jakal Studios,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,2017
101641,Parizagames Ltd.,"Action, Casual, Indie",Mad Gardener: Zombie Massacre,719840.0,Parizagames Ltd.,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101642,Fiveamp,"Casual, Free to Play, Simulation",PickCrafter,734750.0,Fiveamp,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2017
101645,8Floor,"Casual, Strategy",Gnomes Garden New home,686520.0,"Toyman,Creobit",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
101646,Open World Interactive,"Action, Indie, Strategy, Early Access",DEFENDERS OF THE FALLEN ISLAND,694480.0,Open World Interactive,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
101647,Asmodee Digtial,"Indie, RPG, Strategy",Talisman - The Harbinger Expansion,707670.0,Nomad Games,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2017
101648,Insel Games Ltd.,"Action, Massively Multiplayer, RPG, Early Access",Wild Buster: Heroes of Titan - MMO-ARPG,681860.0,Nuriworks,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2017
101649,Insel Games Ltd.,"Action, Massively Multiplayer, RPG",Wild Buster - Collector's DLC,682582.0,Nuriworks,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2017
101650,Insel Games Ltd.,"Action, Massively Multiplayer, RPG",Wild Buster - Deluxe DLC,682581.0,Nuriworks,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2017
101652,Dovetail Games - Flight,Simulation,FSX Steam Edition: Toposim China &amp; Mongolia Add-On,677998.0,Toposim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
101653,Dovetail Games - Flight,Simulation,FSX: Steam Edition: Ultimate Night Environment X Add-On,702960.0,Zinertek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
101655,Insel Games Ltd.,"Action, Massively Multiplayer, RPG",Wild Buster - Founder DLC,682580.0,Nuriworks,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2017
101656,Nickelodeon,Action,Teenage Mutant Ninja Turtles: Portal Power,700740.0,Nickelodeon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
101657,FeelThere,"Indie, Simulation",Tower!3D Pro - KPHX airport,767260.0,FeelThere,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
101658,Aerosoft GmbH,Simulation,X-Plane 11 - Add-on: Aerosoft - Airport Amsterdam,614007.0,XYZ Visuals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
101659,Dagestan Technology,"Indie, Simulation",PhysicsN,740110.0,AFStudio,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
101660,Dev9k,"Adventure, Indie, Racing",Nirvana Pilot Yume,716680.0,Dev9k,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2017
101664,Degica,Web Publishing,Visual Novel Maker - Light Novel Standard Music,767190.0,Bittersweet Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017
101665,CCP,"Action, Free to Play, Massively Multiplayer, RPG, Strategy",EVE Online: Multiple Character Training,743620.0,CCP,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2017
101666,DAB Entertainment,"Action, Adventure, Indie, Strategy",HJ: Sacrifice,759870.0,DAB Entertainment,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
101669,Digerati Distribution,"Action, Indie, Early Access",Violet Cycle,595010.0,Weckr Industries,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101670,FireFly Studios,"Action, Strategy, Early Access",MetaMorph: Dungeon Creatures,606870.0,FireFly Studios,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
101673,CyberVaca Entertainment,"Action, Indie",Square Massacre,746260.0,CyberVaca Entertainment,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101675,SOEDESCO Publishing,"Casual, Indie",Fearful Symmetry &amp; The Cursed Prince,725080.0,Gamera Interactive,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101676,Going Loud Studios,Casual,Loot Box Quest,758500.0,Going Loud Studios,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
101677,King's Lance Games,"Adventure, Casual, Strategy",Power Supplied,755760.0,King's Lance Games,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
101678,Stroe Andrei,"Action, Adventure, Indie",Old Adventure,688450.0,Stroe Andrei,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101679,Mad Mag Store,Casual,Hiro's Harvest Season,717440.0,Mad Mag Store,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
101680,Quiet River,"Casual, Indie",qop 2,757330.0,Quiet River,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101682,Virtual Racing Industries Ltd.,"Action, Casual, Indie, Racing, Simulation, Sports","VRC Pro track pack: Melzo Oval, Italy",678734.0,Virtual Racing Industries Ltd.,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2017
101684,Dark Light Studio,"Adventure, Casual, Indie",Anubis Dungeon,756870.0,"MyDreamForever,Dark Light Studio",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101685,Jason Lee Martin,"Action, Indie",Defend Your Buttress,755610.0,Jason Lee Martin,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101686,Corrosive Studios LLC,Utilities,Renegade Tabletop Tools System,760970.0,Corrosive Studios LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017
101689,Numantian Games,"Strategy, Early Access",They Are Billions,644930.0,Numantian Games,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
101690,Double Fine Presents,"Action, Adventure, Casual, Indie",Gang Beasts,285900.0,Boneloaf,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101691,Hammerfall Publishing,"Adventure, Casual, Indie",Rumu,723270.0,Robot House,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101695,Quiet River,"Casual, Indie",Zup! 7,658560.0,Quiet River,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101702,GuraShop,"Casual, Simulation, Strategy, Early Access",RideOp - Thrill Ride Simulator,699770.0,GuraShop,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2017
101703,GuraShop,"Casual, Simulation, Strategy",RideOp - Deluxe Edition Upgrade,762600.0,GuraShop,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2017
101704,RocketWerkz,"Action, Indie, Simulation, Early Access",Stationeers,544550.0,RocketWerkz,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
101712,Krome Studios,"Action, Adventure, Indie",TY the Tasmanian Tiger 2,411970.0,Krome Studios,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101713,"Culture Select, MangaGamer","Indie, RPG, Simulation, Strategy",Heart of Crown PC,476420.0,"illuCalab,FLIPFLOPs,Japanime Games",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2017
101714,Fables of Laetus,"Free to Play, Indie, Simulation, Strategy",Everyday Lite,759800.0,Luis Eduardo Guedes Martins,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,2017
101715,Berezka,"Casual, Indie, Simulation",Mad Digger,584100.0,Berezka,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
101719,team ok LLC,"Action, Indie",Chambara,745790.0,team ok LLC,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101722,2K,"Simulation, Sports",WWE 2K18 - New Moves Pack,706100.0,"Visual Concepts,Yuke's Co., LTD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2017
101723,"CAPCOM Co., Ltd.",Adventure,OKAMI HD / 大神 絶景版,587620.0,"CAPCOM Co., Ltd.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
101724,Dev Arc,"Indie, Simulation, Strategy",Way of Defector,658660.0,Dev Arc,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
101725,WayForward,"Action, Adventure, Indie",Shantae: Friends to the End,686710.0,WayForward,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101726,HeroCraft,"Action, Strategy","Warhammer 40,000: Space Wolf - Saga of the Great Awakening",760720.0,HeroCraft,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
101728,BufoProject,"Casual, Indie, Massively Multiplayer, Simulation, Sports, Strategy",Trendpoker 3D Community Edition,662230.0,BufoProject,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,2017
101729,GCRH,"Action, Adventure, Casual, Indie",Obscure Realm,589440.0,GCRH,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101730,RewindApp,"Casual, Indie, Simulation, Early Access",Bitcoin Farm,760930.0,RewindApp,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
101733,"CAPCOM Co., Ltd.","Action, Adventure",Not A Hero,564190.0,"CAPCOM Co., Ltd.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
101737,刘俊亨(Junheng Liu),"Adventure, Casual, Indie, Racing, RPG, Simulation, Strategy, Early Access",大逃亡专家/Escape Expert,727180.0,"刘俊亨(Junheng Liu),UNGamingOrg游戏组织玩家",0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,2017
101740,Atriagames,"Casual, Indie",Fast Rolling,651050.0,FastRolling,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101741,DigitalEZ,"Adventure, Casual, Indie",Starlight of Aeons,644200.0,"Angels Blue Digital Entertainment,DigitalEZ",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101743,Ghost_RUS Games,"Adventure, Casual, Indie, Simulation",Ukrainian ball in search of gas,758480.0,"Nikita ""Ghost_RUS""",0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
101744,Virtuactions,"Casual, Indie, Simulation",Android John 2.1,760360.0,Recreat4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
101745,Mykhail Konokh,"Casual, Indie",Elbub,757860.0,Mykhail Konokh,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101746,Lev Gogol,"Casual, Indie",Sky Road,756190.0,Lev Gogol,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101747,Dovetail Games - Trains,Simulation,TS Marketplace: Chessie Systems GP30 Livery Add-On,623266.0,Digital Train Model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
101748,Pixel Six Games,"Adventure, Indie",EX0: Dark Moon,736180.0,Pixel Six Games,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101749,Dovetail Games - Trains,Simulation,TS Marketplace: Baltimore and Ohio GP30 Liveries Add-On,623261.0,Digital Train Model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
101750,tinyBuild,"Adventure, Indie, Strategy",Hello Neighbor,521890.0,Dynamic Pixels,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
101751,Kacper Stasiełuk,"Indie, Strategy",Flame of Memory,575090.0,Kacper Stasiełuk,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
101752,CASGames,"Action, Indie",Antiterror Strike,760210.0,CASGames,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101753,Verymax,"Casual, Indie",AppleSnake2,754780.0,Verymax,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101755,Chess no choke games,"Adventure, Casual, Indie",Reroll: Back to the throne,741630.0,Chess no choke games,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101756,Sometimes You,"Adventure, Indie, RPG",Tales of the Lumminai,610560.0,SenRufu Studios,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
101757,Gameloft,"Free to Play, Massively Multiplayer, RPG, Strategy",March of Empires,702320.0,Gameloft,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2017
101758,Codex7,"Action, Massively Multiplayer",Sky Hunter - KA-50,731630.0,Codex7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2017
101759,EvilGames,"Action, Indie, Early Access",Outside,746760.0,EvilGames,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101762,FreezeNova,"Adventure, Casual, Indie",Crazy Ball Adventures - Classic,765340.0,FreezeNova,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101763,Zolden games,Action,Jelly in the sky,593530.0,Zolden games,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
101764,Cisamid Inc.,"Casual, Indie",The Cube,726650.0,Vicrusenpai,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101765,Top Meadow Inc,"Casual, Indie, Simulation",Wonderstructs - Part Expansion Pack,745580.0,Game Dev Castle,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
101767,Mutant Entertainment Studios,"Casual, Indie, Simulation",I Can't Believe It's Not Gambling,733990.0,Mutant Entertainment Studios,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
101768,Plug In Digital,"Action, Casual, Indie",Puppet Kings,756020.0,Timba Games,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101769,Bitlock Studio,"Casual, Indie",Star Sweet,760350.0,LillyWelland inc.,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
